No.;Fix/Dev;Ext/Int;Short description;Goal;"Created at 
(via Makro)";Folder;Object Type;Priority;Working Prio;Status;Comments / Next steps;Reporter;Responsible;Solution approach / Comment;Transport;Detailed description
961;Fix;int;Itego RDM - Itego - ID1100 - WBS – Double WBS elements in the hierarchy;2509;;Link;Work Breakdown Structure;High;685;Confirmed;;Gerd/Sabine;Farida;"13.8 Gerd: ReTest retest successful, double assignment is hidden
31.7 Retest Neeed .Duplicate Entry will be not added in the same hierarchy , system will through an error message its already exists 
22.7 Validations for Hierarchy  assignemnt logic is to be added in the Rule service class which is under development
25.6. not started";;
962;Fix;int;Itego RDM - Itego - ID1100 - Validation for creation of WBS elements with the same name;2509;;Link;Work Breakdown Structure;High;684;Confirmed;;Gerd/Sabine;Farida;"20.10 Retest ok (Sabine)
29.7 Retest needed. If same WBS Element name will be given by user it will clear the field and give error stating its already exist
22.7 Validations for Hierarchy  assignemnt logic is to be added in the Rule service class which is under development
25.6. not started
";;
970;Fix;Int;IH2100 - WBS Element Fiori - FPM application USMD_SEARCH was started with an invalid or without configuration;2602;;Link;Work Breakdown Structure;Very High;680;New;;Niklas;Sabine/Niklas;"2.12.25 MB: WBS ""parked in 2602""
11.07. might work already … but does it work in all systems? Currently only in ID1?
25.6. currently we should continue to work in ID1

20.6.? The Fiori tiles and the nwbc entry do not work, because the search and data model configuration are missing. WBS Fiori must be removed if wbs is not delivered!";;
972;Fix;Int;ID1100 - Project Definition - Time Unit search help;2509;;Link;Work Breakdown Structure;Very high;670;Confirmed;;Niklas;Farida;"30.7 Retest Needed
11.7. should be a quick win to filter
25.6 Farida wrote a e-mail to Mike/Frank
20.6.? same issue as 938";;
924;Fix;Int;Itego RDM - Itego - ID1100 - WBS mandatory fields not checked;;;Link;Work Breakdown Structure;High;650;Confirmed;;Sabine;Mike;"11.07. retest ok (Sabine)
25.6. Farida working on it
26.05. MX see 923";;
992;Fix;Int;Direct display of error messages without creating a CR;2602;;Link;Product Hierarchy;High;650;New;;Gerd;Michael;08.07. MX User muss den Read-Only Button anwenden. Dann springt er wieder in die Hierachiebearbeitung. Lösung über Anwenderdokumentation.;;
1076;Fix;Int;search fields - some are not working and default setting must be adjusted;2602;;Link;Class;Medium;650;In Testing;;Sabine;Frank;"23.01.2026: Sabine - status field still not working, other fields are ok. For default fields BC-Sets need to be adjusted (->Mike)
19.01.2026 Anfrage, ob Frank ggf.  übernehmen kann.";;
1077;Fix;Int;Administrative data: created by is overwritten with changed by;2602;;Link;Class;Medium;650;New;;Sabine;Frank;19.01.2026 Anfrage, ob Frank ggf. übernehmen kann.;;
930;Fix;Int;Itego RDM - Itego - ID1100 - WBS - wrong value help for project definition;2602;;Link;Work Breakdown Structure;High;640;New;;Sabine;Frank/Mike;"2.12.25 MB: WBS ""parked in 2602""
25.6. see 972 / Email to Mike/Frank
26.05. MX Umschaltung F4-Hilfe auf Staging. PSP-Elem. Entität Frank muss etwas programmieren.";;
948;Fix;Int;Itego RDM - Itego - ID1100 - WBS – deletion of hierarchy assignment not supported;;;Link;Work Breakdown Structure;High;630;Confirmed;;Sabine;Farida/Mike;"26.6.; retest ID1/100 ok (Sabine). Farida will check the replication as well.
25.6. Farida working on it / checking MDG-F
26.05. MX Defect open";;
722;Fix;Int;UoM Validation Issue;2511;;Link;Unit of Measure;Medium;600;Obsolete;;Frank/Michael;Gerd;09.04. ReTest war soweit ok, jedoch wurden die Commercial and Technical fields nicht beim Change ins UI übertragen;;
964;Fix;int;Create WBS element from the maintenance hierarchy;2603;;Link;Work Breakdown Structure;High;600;In Development;;Gerd;Farida;"2.12.25 MB: WBS ""parked in 2602""
20.10. Retest not ok (Sabine) - see issue document
29.7 Issue Fixed Retest Needed
22.7 Validations for Hierarchy  assignemnt logic is to be added in the Rule service class which is under development
25.6. not started";;
1008;Fix;Ext;Errors while activating the BC set /ITR/MDG_RDM_WORKFLOW_07 and New Change request Types after Upgrade;2507;;Link;Workflow;High;800;Confirmed;;ArcelorMittal;Dieter;"31.07. Mx auf Solved gesetzt.
15.07. MX Dieter hat Sup.Pak. 2 gesendet, erledigt.
11.07. MB: wenn ArcelorMittal 2407 hat, dann sollten wir das für 2407 fixen. Bei Goal eingetragen.
11.07. Mx Open defect. Dieter hat Untersuchung übernommen.";;
981;Fix;Int;Itego RDM - Itego - ID1100 - WBS - applicant No of WBS element is overwritten with project definition applicant No;2603;;Link;Work Breakdown Structure;High;580;Solution Proposal;;Sabine;Farida;"2.12.25 MB: WBS ""parked in 2602""
20.10. retest not ok (Sabine)
15.7 Retest needs to be done.
11.7. retest not ok (Sabine)
25.6. Farida working on it. Should be easy to achieve";;
938;Fix;Int;Itego RDM - Itego - ID1100 - WBS - wrong value  help for time unit;2509;;Link;Work Breakdown Structure;Medium;578;Confirmed;;Sabine;Farida;"20.10. retest ok (Sabine)
30.7 Retest Needed
25.6. same as 972 …. E-Mail to Mike/Frank
Mx 26.05. Status auf Medium gesetzt.";;
944;Fix;Int;Itego RDM - Itego - ID1400 - WBS - Missing Links to spro in admin staging content;;;Link;Work Breakdown Structure;Medium;576;Confirmed;;Sabine;Farida/Mike;"26.6.: retest ID1/400 ok (Sabine)
25.6. is fixed, Farida will send an e-mail to inform Sabine soon";;
947;Fix;Int;Itego RDM - Itego - ID1100 - WBS – Changing parent type in hierarchy assignment leads to inconsistent situation;2509;;Link;Work Breakdown Structure;Medium;574;Confirmed;;Sabine;Farida;"20.10. Retest - ok with limitation (discard deletion does not work, see issue document)
31.7 Retest Needed - Whenever you try to change the parent type second entry will be created once you submit the CR and reopen the same WBSE you will see new parent and old entry would not be there 
26.6. retest not ok (Sabine)
25.6. Farida thinks that it works, more checks in MDG-F and after that Sabine will informed";;
952;Fix;int; Itego RDM - Itego - ID1100 - WBS – hierarchy cannot be maintained during creation process;;;Link;Work Breakdown Structure;Medium;572;Confirmed;;Sabine;Farida/Mike;"26.6. Retest ID1/100 ok (Sabine)
25.6. Farida will check it
20.6.? could be seen as a limitation - hierarchy assignment as a second step after creating the elements in a CR before.";;
982;Fix;Int;Itego RDM - Itego - ID1100 - WBS - WBS element UI fields too short and text missing;2507;;Link;Work Breakdown Structure;Medium;570;Confirmed;;Sabine;Farida/Mike;"11.7. retest ok (Sabine)
25.6. not started yet";;
1009;Fix;Int;project definition – value help for profit center not working;2603;;Link;Work Breakdown Structure;Medium;560;Solution Proposal;;Sabine;Farida;"2.12.25 MB: WBS ""parked in 2602""
20.10.25 Retest not ok (ID1/100, Sabine) – behaviour changed but still not correct, see description at the end of the document.
15.7. Fixed the issue .
";;
1094;Dev;Int;Usability and content testing of our website before final push;;29.09.2025 12:30:28;Link;Website;High;500;New;;Maxi;Patrick;30.09. Mx Maxi und Patrick optimieren und erweitern die Itego Website.;;
1133;Fix;Int;"Edit specific Issue - When trying to Edit after creation all of ""Plant-Specific settings"" are in their respective inital Values";2602;05.11.2025 10:36:26;Link;Material Status;Medium;450;New;;Maxi;;;;
920;Fix;Int;Itego RDM - Itego - IH200 - WBS Elements Download Role missing;2602;;Link;Work Breakdown Structure;Low;420;In Process;;Niklas;Mike;"2.12.25 MB: WBS ""parked in 2602""
MX 06.11.2025 Da hatte jemand versehentlich eine die Nummer 920 mit einer  0 in die laufende Nummer des Defects überschrieben.
ReTest 04.06.2025 The WBS element does not appear in the NWBC menu ";;
979;Fix;Int;Itego RDM - Itego - ID1 100 - WBS - key of element cannot be changed during creation;2601;;Link;Work Breakdown Structure;High;410;Confirmed;;Sabine;Michael;"25.11. Sabine: ok, i.e. accepted that it will not be changed
27.10. Mx Sabine testet diese Woche.
26.6. seems to be fact which cannot be overcome easily. Michael will inform Sabine. Priority reduced
26.6 This is the standard behaviour ( WBSE is primary key while creation so its can't be changed once given)
25.6. not sure if we can solve this because of a double primary key";;
1020;Fix;Int;Copy Button for nodes;2602;;Link;Product Hierarchy;Low;400;New;;Michael;Mike;17.07. MB erstellt;;
1159;Fix;Int;Multi Object CR: approved on / by missing;2602;17.11.2025 17:39:42;Link;Multi Object CR;Medium;400;New;;Sabine;Mike;19.11. Mx Mike in  Bearbeitung.;;
1115;Fix;Int;Master record does not contain a valid UI configuration;2602;20.10.2025 20:04:54;Link;Product Hierarchy;Low;390;New;;Gerd;;"06.11.25 MX Problem grundsätzlich für Multi CR und alle Objecte zu untersuchen, daher erst einmal auf Release 2512.
20.10.25 Ausblenden Menü-Punkt ""creating of a new CR"" nach Submit ProHry-CR";;
1085;Dev;Int;Replication hierarchy without nodes with internal error ;2602;12.09.2025 16:16:18;Link;Product Hierarchy;Low;380;New;;Gerd;Mike;;;
911;Fix;Int;Tax code incorrect process and assign tax calculation schema (Process);2603;;Link;Tax Code;High;350;New;;Thomas;Frank;"15.05. Schemafeld als Mussfeld und kann sowieso nicht geändert werden. Shell setzt das wohl ein. Vorsichtig bei der Änderung …
10.04. Mx Open defect. Solution after Easter.";;
717;Dev;Ext;Shipping Point.txt;2511;;Link;Shipping Point ;Very High;750;Obsolete;;Intel;Michael;"18.08. MB: created new issue
08.04. MX Planung neue Object für 2512";;11.07.2025: MB Intel would like to see it in 2511
1067;Fix;Int;Valid to can be earlier than valid from;2603;;Link;Functional Area;Medium;200;New;;Ulla;;;;
507;Fix;Int;Upload Error Char/Classes;2509;;Link;Class ;Very High;190;Solved;Michael (03.06.2024): Mike … as this might be Arcelor Mittal related … please check;Niklas;Mike;;;
522;Fix;Int;Material Group Division Value Help Missing;2603;;Link;Material Group;High;180;New;;Maren;Mike;;;See Word document in Defect Details folder
625;Fix;Int;Allow Changeable Keys;2603;;Link;Plant and more;High;170;In Testing;Rather a feature request;Michael;Ulla;"27.01.2026 MB: Testcase eingetragen 
3.11.2025 MB: wurde von Selly erstellt, Doku findet sich unter dem Topic 625. Testcase müsste erstellt werden.";;11.07.2025 MB: still to be porperly tested and documented
626;Fix;Int;Payment Term Own Explanation deletion;2603;;Link;Payment Term;High;140;New;;Michael;?;;;
882;Fix;Int;Payment term details - percentage values not correctly transferred;2603;;Link;Payment Term;High;140;New;;Sabine;Dieter;12.05. MX Auf High gesetzt. ;;
627;Fix;Int;Local Scope Payment Terms and maybe more;2603;;Link;Payment Term;High;130;New;;Michael;?;;;
712;Fix;Int;RDM Object Tax Code-Type requires Must field;2603;;Link;Tax Code;Medium;130;New;;Gerd;Mike;;;
541;Fix;Int;Data Export and Import: Add new attributes;2511;;Link;;High;120;Obsolete;;Michael;Niklas;;;
730;Fix;Int;RDM Object Currency Exchange Rates PF4 Revise picklists ;2603;;Link;Exchange Rate;Medium;120;New;;Gerd;Frank;;;
628;Fix;Int;Payment Term Avoid non Numeric entry for Daylimit;2603;;Link;Payment Term;Medium;110;New;;Michael;;23.09. to be clarified with Mike - what is the exact issue? ;;
524;Fix;Int;Upload Field Error for Sales Office and Location;2603;;Link;Sales Office;High;100;New;;Niklas;Dieter;;;
629;Fix;Int;Payment Term avoid higher discount for later payment;2603;;Link;Payment Term;Medium;100;New;;Michael;;23.09. to be clarified with Mike - why is the existing coding not executed?;;
630;Fix;Int;Data Model Activation clears NoExistency Check Field;2603;;Link;all object types;High;100;New;;Michael;Frank?;;;
657;Fix;Int;PaymentermDetails_PF4-Checkbox Description not listed;2603;;Link;Payment Term;Medium;100;New;;Gerd ;Frank;;;
702;Fix;Int;Payment Term Data Replication fails;2511;;Link;Payment Term;High;100;Obsolete;;Michael;Mike;;;
901;Fix;Int ;Itego RDM – Itego – IH1100  -  Classes – value help for characteristics incorrect;2509;;Link;Class ;High;100;Confirmed;;Sabine;Mike;"29.08. retest ok (Sabine) 
23.04. Due to characteristics being locked in a CR they are not shown - no error?
08.04. In process
31.03. Topic analog 903 Refresh Daten. Info an Mike zu Übernahme. ";;
1152;Fix;Ext;Missing address fields for Sales Organization;2603;11.11.2025 10:26:30;Link;Sales Organization;Medium;905;Obsolete;;Intel;Mike/Sara;"27.01.2026: Sara hat noch nicht begonnen, wahrscheinlich aber nächste Woche (wird mit 1163 bearbeitet)
20.11.2025 Mx Rückmeldung an Kunden erfolgt.  Es fehlen Adressfelder und Search terms bei Itego Datenmodell gegenüber SAP Standard. Erweiterung Itego Datenmodel I1 erforderlich. Wenn Itego dies mit 2603 realisieren will. Dafür Defect 1162 eröffnet.";;
931;Fix;Int;Itego RDM - Itego - IH1100 - Public Calendar - Missing validation in the description;2603;;Link;Holiday calendar;Medium;100;New;;Gerd;Mike;;;
932;Fix;Int;Itego RDM - Itego - IH1100 - Holiday Calendar - Missing validation in the description;2603;;Link;Holiday calendar;Medium;100;New;;Gerd;Mike;;;
968;Fix;Int;""" 9"" and ""09"" is an issue (916 follow up)";2603;;Link;Payment Term;High;100;New;;Gerd;Mike;03.06. Anforderung erstellt aus 916;;
608;Dev;Ext;Country/Region Long Name Not matching with the latest ISO codes ;2603;;Link;Country/Region;Medium;590;On hold;;Intel;Michael;"06.10.2025: Stellen wir zurück. Könnten wir verbessern, aber aktuell zu wenig Priorität .
25.09.2025: zurück zu Michael - eher ein Entwicklungsantrag
23.09.2025: Frank schaut es sich an
            Maxi: Verwechslung mit T005X -> T002X gemeint!!! 
03.09.2025: MB to be checked if this is still a problem";;
523;Fix;Int;Classes missing F4 Help for Doc Type;2603;;Link;Class ;Low;90;New;;Niklas;Dieter;29.8.25 (sabine): da wir kein Dokumentensystem angeschlossen haben, kann das gar nicht getestet werden. Aktuell nicht relevant;;
939;Fix;Int;Itego RDM - Itego - IH1100 - Classes - copy of classes with assigned characteristics does not work;2603;;Link;Class;Low;90;New;;Sabine;;Funktionalität im gibt es im ERP so auch nicht. ;;
957;Fix;Int;characteristics of a class authorization missing;2603;;Link;Class;High;90;New;;Niklas;;;;
958;Fix;Int;Upload char head without mandatory description field;2603;;Link;Characteristic;High;90;New;;Niklas;;;;
817;Fix;Ext;Edit button is not getting disabled at approver level;2511;;Link;several;Medium;300;Automatically Confirmed;;Intel;Dieter;"03.09.2025: Intel hat sich anscheinend nicht mehr gemeldet oder das Ganze ist ""versandet""
14.02. waiting for system access
";;
592;Fix;Int;“Search Criteria” for the tax code object does not display the tax codes from the RDM;2603;;Link;Tax Code;Low;80;New;;Gerd;Mike;;;
710;Fix;Int;Material Group Text Deletion;2603;;Link;Material Group;Medium;80;New;;Michael ;Frank;08.11.: maybe not a valid test at the moment;;
974;Fix;Int;Usage of ITU MDFIMG and ITR RDM IMG is confusing ;2603;;Link;all;High;80;New;;Michael;;;;
734;Fix;Int;RDM Object Tax Code PF4 Revise picklists;2602;;Link;Tax Code;Medium;60;In Process;;Gerd;Frank;The ERP/MDG switch is missing for three UI fields;;
765;Fix;Int;Characteristics – Issue with parameter of error message;2602;;Link;Characteristic;Medium;60;In Process;;Sabine;Michael;"27.8..25 existiert noch , prio auf medium gesetzt
6.2.25 geparkt bei Michael";;
770;Fix;Int;Characteristics – Issues with reference table (value help and missing information message);2509;;Link;Characteristic;Low;60;Confirmed;"27.08.25 Retest ok (Sabine)
23.03.25 Retest not successful
13.03.25: transport to be created
11.2.25 Suchhilfe eingebaut, ggf. Validierung fehlend
7.2.25 Mike arbeitet dran";Sabine;Mike ;;ID1K904743;
771;Fix;Int;Characteristics – wrong error message for language key;2509;;Link;Characteristic;Medium;60;Confirmed;"1.9.25 Nachtest OK (Sabine)
27.8.25 Nachtesten wenn Transport ID1K905572 verfügbar
6.2.25 geparkt bei Michael";Sabine;Mike;;;
786;Fix;Int;RDM Object Material Group PF4 Revise picklists Language key;2603;;Link;Material Group;Medium;60;New;;Gerd;Frank;;;
788;Fix;Int;RDM Object Company Code PF4 Revise picklists Country_Region;2603;;Link;Company Code;Medium;60;New;;Gerd;Frank;;;
912;Fix;Ext ;Activation of BC-Set /ITR/MDG_RDM_DRF_BUS_ALT_01;2311;;Link;several;Very High;100;Closed;;Intel;Dieter;"11.07. MB: auf ""Closed"" gesetzt = ""automatically confirmed
17.04. Mx Intel hat seine Mails nicht gelesen und trotzdem bei Dieter reklamiert.
14.04. fix sent via email";"S02K900463
ID1K904823";
978;Fix;Ext ;Issue with Exchange rates factors for Single CR in table TCURR;2507;;Link;;Very high;100;Closed;;Bayer ;Frank;"11.07.25 MB: auf ""Closed"" gesetzt = ""automatically confirmed
17.06.: Note created and delivered";;
638;Fix;Int;suggestions to improve the user-friendliness of PF4 development;2603;;Link;all object types;Medium;50;New;;Michael;Frank;;;11.07.2025 MB: review again necessary (?)
715;Fix;Int;Sales Office Data Replication Direct Update and Webservice fails;2603;;Link;Sales Office;Medium;50;New;;Michael;;13.11.24: still to be investigated further;;
641;Fix;Ext;Add Transport Zone, Structure Group and Undeliverable flag to Storage Location Address;2603;;Link;Storage Location ;Medium;85;Confirmed;;Intel;;23.10.2024: Prio Very High => Medium after Intel told us that it is not needed by the business;;11.07.2025 MB: review again necessary (?)
808;Fix;Int;Classes – class name of copy overwrites existing class name while changing any class;2503;;Link;Class ;High;50;Confirmed;;Sabine;Mike;"14.03.25: Solution tested and approved from Thomas
13.03.25: Transport in IH1 for Retest
13.03: fixed and Dev tested
12.05: retest ok in IH1 (Sabine)";;
511;;;Sales Office (Create);;;Link;;High;50;Closed;;Gerd;Mike;"Mike (04.07.2024): Adapter class assign to wrong package and software component; Reassigment done (Transport ID1K902936)
Mike (02.07.2024): Missing adapter class /ITR/CL_ST_BTSO_ADAPTER for address processing
Mike (19.06.2024): Frank contacted regarding solution
The workflow does not work. The necessary status are not set or reached in the background steps.
The address data is not available in transaction S_ALR_87007566 and is not transferred from the LSA to transaction S_ALR_87007566.  ";;"11.07.25 MB: auf ""Closed"" gesetzt = ""automatically confirmed"
